data_inicio,data_fim,id_evento,gravidade,descricao,latitude,longitude,tipo_ocorrencia
2022-01-11 17:41:53.000000 UTC,2022-01-11 17:52:32.000000 UTC,70101,Baixo,"R. bela, alt. r. ricardo machado - são cristóvão",-22.8879608,-43.225295,Bolsão d'água em via
2022-01-16 20:58:17.000000 UTC,2022-01-16 23:20:09.000000 UTC,70228,Baixo,"Av. paranapuã, alt. r. capanema - praia da bandeira",-22.7953868,-43.1821598,Bolsão d'água em via
2022-01-16 20:40:22.000000 UTC,2022-01-16 21:35:27.000000 UTC,70223,Baixo,"Estr. do galeão, alt. praça do avião - sent. portuguesa",-22.815633,-43.2218415,Bolsão d'água em via
2022-01-08 09:45:12.000000 UTC,2022-01-08 18:32:43.000000 UTC,69987,Baixo,Av. genaro de carvalho - alt. av. gilka machado - recreio,-23.0216036,-43.4781503,Bolsão d'água em via
2022-01-06 15:20:52.000000 UTC,2022-01-06 15:28:55.000000 UTC,69902,Baixo,Rua tirol - alt. r. cmte. rubens silva- freguesia de jacarepaguá,-22.9394282,-43.3366942,Bolsão d'água em via
2022-01-29 15:50:31.000000 UTC,2022-01-29 17:36:45.000000 UTC,70595,Baixo,"Rua geminiano góis, alt. r. três rios - freguesia de jacarepaguá",-22.9318561,-43.3366165,Bolsão d'água em via
2022-01-29 15:47:48.000000 UTC,2022-01-29 16:46:21.000000 UTC,70594,Baixo,"R. tirol, alt. r. comandante rubens silva  - freguesia de jacarepaguá",-22.9399597,-43.3371493,Bolsão d'água em via
2022-01-06 17:01:09.000000 UTC,2022-01-06 18:09:29.000000 UTC,69909,Baixo,"Estr. do gabinal, 1737 - freguesia de jacarepaguá",-22.9527561,-43.3530703,Bolsão d'água em via
2022-01-11 17:09:22.000000 UTC,2022-01-11 18:58:03.000000 UTC,70089,Baixo,"R. juciape, alt. rua aruja - freguesia (ilha do governador)",-22.7934755,-43.1725348,Bolsão d'água em via
2022-01-16 21:31:37.000000 UTC,2022-01-16 22:47:41.000000 UTC,70230,Baixo,"Av. dr. agenor de almeida loyola, 929 - freguesia (ilha do governador)",-22.788832,-43.1780844,Bolsão d'água em via
